Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2
0,40D,10B,,8/2/06,321205,100,0,0,0,0,0,0,0,0,730219,100,0,0,0,0,0,0,0,0,78947,CHIEF_INVESTIGATOR,1960,Australia,,2553,25,,Less than 0,1,1,1,4,4,1,79192,CHIEF_INVESTIGATOR,1950,Australia,,2523,25,Yes ,more than 15,1,3,0,0,0,0
1,40D,10B,C ,8/2/06,320305,50,320502,40,320503,10,0,0,0,0,730106,80,730201,10,730202,10,0,0,0,0,5242,CHIEF_INVESTIGATOR,1945,Australia,,2713,25,,Less than 0,0,0,4,5,6,1,107862,CHIEF_INVESTIGATOR,1975,Australia,,2713,25,,>=0 to 5,2,0,0,0,0,0
1,40D,10B,,8/2/06,270102,30,321003,40,321004,30,0,0,0,0,730105,40,730106,60,0,0,0,0,0,0,78782,PRINCIPAL_SUPERVISOR,1955,Australia,,2678,25,Yes ,>10 to 15,4,0,1,3,14,3,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,,9/2/06,250201,50,250204,50,0,0,0,0,0,0,780103,100,0,0,0,0,0,0,0,0,72432,CHIEF_INVESTIGATOR,1955,Australia,,3048,31,,Less than 0,1,0,9,1,4,1,,,,,,,,,,,,,,,
0,229A,30C,A ,9/2/06,270599,50,300508,50,0,0,0,0,0,0,780105,50,780199,50,0,0,0,0,0,0,69517,PRINCIPAL_SUPERVISOR,1950,Australia,English,1258,34,Yes ,more than 15,0,1,7,4,9,37,,,,,,,,,,,,,,,
0,230B,20C,,9/2/06,280199,40,291799,40,370602,20,0,0,0,0,610199,20,751099,40,700399,40,0,0,0,0,10512,CHIEF_INVESTIGATOR,1955,Australia,,3073,31,,Less than 0,0,1,0,2,3,1,,,,,,,,,,,,,,,
0,210B,30B,,9/2/06,350101,80,360202,20,0,0,0,0,0,0,750605,100,0,0,0,0,0,0,0,0,102762,CHIEF_INVESTIGATOR,1970,Australia,,1528,13,Yes ,>=0 to 5,0,2,2,2,0,0,,,,,,,,,,,,,,,
0,430B,20A,A ,10/2/06,270708,50,280108,50,0,0,0,0,0,0,630302,50,770307,50,0,0,0,0,0,0,107842,CHIEF_INVESTIGATOR,1970,North America,,3268,31,,>=0 to 5,0,2,0,0,0,0,,,,,,,,,,,,,,,
0,,,,10/2/06,269901,60,260502,40,0,0,0,0,0,0,779902,100,0,0,0,0,0,0,0,0,22917,CHIEF_INVESTIGATOR,1960,Australia,,1033,1,Yes ,>5 to 10,0,0,0,3,4,1,,STUDRES,,,,,,,,,,,,,
1,5A,30B,,10/2/06,360104,100,0,0,0,0,0,0,0,0,750699,100,0,0,0,0,0,0,0,0,45447,CHIEF_INVESTIGATOR,1970,Australia,,828,7,,Less than 0,1,0,0,2,1,0,,,,,,,,,,,,,,,
0,,,A ,10/2/06,270708,50,280108,50,0,0,0,0,0,0,630302,50,770307,50,0,0,0,0,0,0,107842,CHIEF_INVESTIGATOR,1970,North America,,3268,31,,>=0 to 5,0,2,0,0,0,0,,,,,,,,,,,,,,,
1,4D,10A,G ,13/02/06,321006,100,0,0,0,0,0,0,0,0,730108,60,730113,40,0,0,0,0,0,0,73942,CHIEF_INVESTIGATOR,1950,Australia,,2728,25,Yes ,>10 to 15,2,1,5,16,3,5,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,320405,80,270199,10,270304,10,0,0,0,0,730101,80,780105,20,0,0,0,0,0,0,1217,CHIEF_INVESTIGATOR,1960,Australia,English,3028,31,Yes ,more than 15,2,1,20,14,9,1,,,,,,,,,,,,,,,
1,4D,10A,G ,14/02/06,270106,50,270105,25,270103,25,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,33752,CHIEF_INVESTIGATOR,1960,Australia,,2578,25,,>5 to 10,2,0,1,0,0,0,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,321202,30,321204,35,321216,35,0,0,0,0,730206,15,730205,15,730211,15,730218,30,730219,25,70487,CHIEF_INVESTIGATOR,1955,Australia,,2853,25,,,0,1,1,6,4,7,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,320502,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,22987,CHIEF_INVESTIGATOR,1965,Australia,,2603,25,,>=0 to 5,0,1,7,16,3,5,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,380103,80,321021,20,0,0,0,0,0,0,780108,60,730104,40,0,0,0,0,0,0,49017,CHIEF_INVESTIGATOR,1970,Australia,,2538,25,,>=0 to 5,0,1,2,3,1,1,,,,,,,,,,,,,,,
0,4D,10A,F ,14/02/06,320702,70,321013,30,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,108962,CHIEF_INVESTIGATOR,1950,Australia,,2538,25,,>=0 to 5,0,2,1,8,6,0,,,,,,,,,,,,,,,
0,4D,10A,G ,14/02/06,321023,50,321015,50,0,0,0,0,0,0,730108,50,730110,25,730305,25,0,0,0,0,30782,CHIEF_INVESTIGATOR,1960,Australia,,2653,25,,>5 to 10,0,2,2,15,7,3,,,,,,,,,,,,,,,
1,4D,10A,G ,14/02/06,320206,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,16987,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,,>10 to 15,2,0,68,25,6,4,,,,,,,,,,,,,,,
1,4D,10A,G ,14/02/06,320702,50,320502,25,270107,25,0,0,0,0,730104,50,730203,25,730220,25,0,0,0,0,108847,CHIEF_INVESTIGATOR,1945,Australia,,2668,25,,>=0 to 5,1,0,3,3,5,3,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,270603,100,0,0,0,0,0,0,0,0,670403,20,730105,50,730106,30,0,0,0,0,74162,CHIEF_INVESTIGATOR,1970,Australia,,2813,25,Yes ,>5 to 10,1,1,12,23,8,7,,,,,,,,,,,,,,,
1,,,A ,14/02/06,321028,80,321017,20,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,71037,CHIEF_INVESTIGATOR,1960,Australia,,2853,25,Yes ,more than 15,2,0,9,2,5,1,146987,CHIEF_INVESTIGATOR,1965,Great Britain,English,2853,25,Yes ,>=0 to 5,0,0,0,0,0,0
1,4D,10A,G ,14/02/06,321204,60,321210,40,0,0,0,0,0,0,730204,40,730205,30,730211,30,0,0,0,0,72987,CHIEF_INVESTIGATOR,1955,Australia,,2853,25,Yes ,Less than 0,1,0,11,23,4,9,,,,,,,,,,,,,,,
1,51C,20C,A ,14/02/06,250201,50,250204,50,0,0,0,0,0,0,780103,100,0,0,0,0,0,0,0,0,72432,CHIEF_INVESTIGATOR,1955,Australia,,3048,31,,Less than 0,1,0,9,1,4,1,,STUDRES,,,,,,,,,,,,,
0,4D,10A,,14/02/06,270299,100,0,0,0,0,0,0,0,0,730107,50,730108,50,0,0,0,0,0,0,67842,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,Yes ,>5 to 10,0,1,7,25,10,2,,,,,,,,,,,,,,,
1,4D,10A,G ,14/02/06,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,124577,CHIEF_INVESTIGATOR,1965,Australia,,2538,25,,>10 to 15,1,0,3,12,6,1,,,,,,,,,,,,,,,
0,4D,10A,,14/02/06,270103,50,270105,50,0,0,0,0,0,0,730102,50,730108,50,0,0,0,0,0,0,98222,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,,>5 to 10,1,1,5,1,0,1,,,,,,,,,,,,,,,
1,2B,10A,D ,15/02/06,260399,40,260199,30,269999,30,0,0,0,0,780104,90,671401,10,0,0,0,0,0,0,612,DELEGATED_RESEARCHER,1960,Australia,,3123,31,Yes ,>10 to 15,0,1,7,5,3,0,8867,CHIEF_INVESTIGATOR,1960,Australia,,3123,31,Yes ,>10 to 15,0,0,0,0,0,0
1,4D,10A,,15/02/06,270304,50,270303,50,0,0,0,0,0,0,670401,100,0,0,0,0,0,0,0,0,78602,CHIEF_INVESTIGATOR,1950,Great Britain,,2628,25,Yes ,more than 15,1,0,9,18,6,7,78562,CHIEF_INVESTIGATOR,1955,Australia,,2628,25,Yes ,more than 15,0,0,0,0,0,0
1,,,A ,15/02/06,300105,40,260502,30,291101,30,0,0,0,0,770802,50,770602,50,0,0,0,0,0,0,68437,CHIEF_INVESTIGATOR,1950,The Americas,,2103,19,Yes ,more than 15,0,0,3,3,4,14,41032,CHIEF_INVESTIGATOR,1975,Australia,,2103,19,,Less than 0,0,0,0,0,0,0
1,4D,10A,,15/02/06,321202,40,321010,30,230204,30,0,0,0,0,730200,50,730101,50,0,0,0,0,0,0,22767,CHIEF_INVESTIGATOR,1975,Australia,English,2523,25,Yes ,>5 to 10,0,0,0,2,0,0,132927,CHIEF_INVESTIGATOR,1970,Australia,,2523,25,Yes ,>=0 to 5,0,0,0,0,0,0
0,4D,10A,,15/02/06,270199,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,34617,CHIEF_INVESTIGATOR,1955,Australia,,3048,31,,>=0 to 5,0,1,9,3,4,12,,,,,,,,,,,,,,,
1,4D,10A,,17/02/06,320402,50,270305,50,0,0,0,0,0,0,730213,100,0,0,0,0,0,0,0,0,78602,CHIEF_INVESTIGATOR,1950,Great Britain,,2628,25,Yes ,more than 15,1,0,9,18,6,7,78562,CHIEF_INVESTIGATOR,1955,Australia,,2628,25,Yes ,more than 15,2,0,0,0,0,0
0,188D,30D,B ,17/02/06,,,,,,,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2B,10A,E ,17/02/06,320704,80,270103,10,270205,10,0,0,0,0,730104,80,730115,20,0,0,0,0,0,0,80437,CHIEF_INVESTIGATOR,1955,Australia,English,2578,25,Yes ,>10 to 15,0,0,2,4,4,3,80502,CHIEF_INVESTIGATOR,1950,Australia,English,2578,25,Yes ,>5 to 10,0,0,0,0,0,0
0,4D,20C,G ,17/02/06,321015,40,321023,40,321029,15,321027,5,0,0,730108,50,730110,40,730305,10,0,0,0,0,74127,CHIEF_INVESTIGATOR,1950,Australia,,2738,25,,>10 to 15,0,1,0,0,0,0,,,,,,,,,,,,,,,
0,40D,10B,,17/02/06,320502,40,321003,30,320603,30,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,78962,CHIEF_INVESTIGATOR,1955,Australia,,2668,25,,Less than 0,1,2,3,2,7,1,106357,CHIEF_INVESTIGATOR,1950,Australia,,2668,25,,>=0 to 5,0,0,0,0,0,0
1,4D,20C,F ,17/02/06,329900,100,0,0,0,0,0,0,0,0,730108,50,730208,50,0,0,0,0,0,0,75792,CHIEF_INVESTIGATOR,1970,Australia,,2523,25,,>=0 to 5,2,0,0,1,0,0,,,,,,,,,,,,,,,
0,188D,30D,B ,17/02/06,,,,,,,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4D,20C,E ,17/02/06,329900,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,75792,CHIEF_INVESTIGATOR,1970,Australia,,2523,25,,>=0 to 5,2,0,0,1,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,4D,10A,G ,17/02/06,320702,75,270304,25,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,28502,CHIEF_INVESTIGATOR,1970,New Zealand,,2603,25,Yes ,>=0 to 5,0,1,7,8,5,2,,,,,,,,,,,,,,,
1,179C,20A,C ,20/02/06,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,73882,CHIEF_INVESTIGATOR,1960,Great Britain,,2713,25,,Less than 0,2,1,5,7,4,1,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,16137,CHIEF_INVESTIGATOR,1950,Australia,,2653,25,,>5 to 10,1,6,4,6,2,0,,,,,,,,,,,,,,,
0,4D,20C,A ,20/02/06,320702,30,321013,70,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,108962,CHIEF_INVESTIGATOR,1950,Australia,,2538,25,,>=0 to 5,0,3,1,8,6,0,,,,,,,,,,,,,,,
1,234B,10B,B ,20/02/06,380107,100,0,0,0,0,0,0,0,0,750307,40,750312,60,0,0,0,0,0,0,75662,CHIEF_INVESTIGATOR,1950,Australia,,2853,25,Yes ,more than 15,1,0,0,6,13,14,28797,CHIEF_INVESTIGATOR,1970,Australia,,2768,25,Yes ,>=0 to 5,3,0,0,0,0,0
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,17342,CHIEF_INVESTIGATOR,1960,Australia,,2828,25,Yes ,>=0 to 5,0,9,7,17,17,3,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,148087,CHIEF_INVESTIGATOR,1950,Australia,,2653,25,,>=0 to 5,0,5,5,1,0,0,,,,,,,,,,,,,,,
1,188D,30D,B ,20/02/06,321015,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,734322,CHIEF_INVESTIGATOR,1965,,,2603,25,,>=0 to 5,1,5,0,0,0,0,,,,,,,,,,,,,,,
0,179C,20A,G ,20/02/06,321401,30,320702,30,321024,40,0,0,0,0,730303,50,730104,50,0,0,0,0,0,0,67037,CHIEF_INVESTIGATOR,1950,Eastern Europe,,2563,25,Yes ,>10 to 15,0,5,3,5,15,3,,,,,,,,,,,,,,,
0,179C,20A,G ,20/02/06,321401,30,320702,30,321024,40,0,0,0,0,730303,40,730104,40,730306,20,0,0,0,0,67037,CHIEF_INVESTIGATOR,1950,Eastern Europe,,2563,25,Yes ,>10 to 15,0,5,3,5,15,3,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,12892,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,,>5 to 10,0,1,10,4,1,0,,,,,,,,,,,,,,,
1,188D,30D,B ,20/02/06,321015,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,36527,CHIEF_INVESTIGATOR,1955,Australia,,2653,25,,>=0 to 5,2,4,0,0,0,0,67842,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,Yes ,>5 to 10,0,1,0,0,0,0
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,148087,CHIEF_INVESTIGATOR,1950,Australia,,2653,25,,>=0 to 5,0,5,5,1,0,0,,,,,,,,,,,,,,,
0,188D,30D,,20/02/06,,,,,,,,,,,,,,,,,,,,,623052,CHIEF_INVESTIGATOR,1980,,,2578,25,,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,148087,CHIEF_INVESTIGATOR,1950,Australia,,2653,25,,>=0 to 5,0,5,5,1,0,0,,,,,,,,,,,,,,,
0,188D,30D,B ,20/02/06,,,,,,,,,,,,,,,,,,,,,17342,CHIEF_INVESTIGATOR,1960,Australia,,2828,25,Yes ,>=0 to 5,0,9,7,17,17,3,,,,,,,,,,,,,,,
0,,,A ,21/02/06,270208,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,34737,CHIEF_INVESTIGATOR,1970,North America,,2603,25,Yes ,Less than 0,1,6,2,8,10,1,2022,CHIEF_INVESTIGATOR,1965,Australia,,2668,25,Yes ,>5 to 10,0,0,0,0,0,0
0,234B,10B,B ,21/02/06,321019,100,0,0,0,0,0,0,0,0,730399,100,0,0,0,0,0,0,0,0,77242,CHIEF_INVESTIGATOR,1950,Australia,,2563,25,,>10 to 15,0,1,0,0,1,0,70212,CHIEF_INVESTIGATOR,1940,Australia,,2563,25,,Less than 0,0,0,0,0,0,0
0,90B,30D,C ,21/02/06,321003,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,69812,CHIEF_INVESTIGATOR,1960,Australia,,2813,25,,>5 to 10,1,6,13,11,15,2,492157,CHIEF_INVESTIGATOR,1970,Asia Pacific,,4323,25,,>=0 to 5,0,0,0,0,0,0
0,4D,20C,H ,21/02/06,321201,90,321003,5,321004,5,0,0,0,0,730218,60,730210,30,730105,10,0,0,0,0,20122,CHIEF_INVESTIGATOR,1965,Great Britain,,2523,25,Yes ,>=0 to 5,0,2,0,9,4,1,,,,,,,,,,,,,,,
0,60D,30D,I ,21/02/06,321021,100,0,0,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,65387,CHIEF_INVESTIGATOR,1965,Australia,,2558,25,Yes ,>10 to 15,0,2,2,7,14,1,13522,CHIEF_INVESTIGATOR,1965,Australia,,2533,25,,>5 to 10,0,0,0,0,0,0
1,126B,10A,G ,21/02/06,300804,70,300903,30,0,0,0,0,0,0,770804,40,770805,30,770806,30,0,0,0,0,636867,CHIEF_INVESTIGATOR,1950,Australia,,3268,31,Yes ,>=0 to 5,1,0,1,3,4,0,85642,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,>=0 to 5,3,6,0,0,0,0
0,126B,10A,G ,21/02/06,300804,70,300903,30,0,0,0,0,0,0,770804,40,770805,30,770806,30,0,0,0,0,85642,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,>=0 to 5,3,6,21,27,27,9,,,,,,,,,,,,,,,
1,132D,40C,A ,23/02/06,321207,50,370105,50,0,0,0,0,0,0,730206,50,750309,50,0,0,0,0,0,0,103852,PRINCIPAL_SUPERVISOR,1950,Australia,,2523,25,Yes ,>=0 to 5,0,0,0,0,0,1,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,2B,10A,,23/02/06,330199,100,0,0,0,0,0,0,0,0,749999,100,0,0,0,0,0,0,0,0,605207,CHIEF_INVESTIGATOR,1940,Great Britain,,2298,46,,Less than 0,1,0,0,6,9,0,,,,,,,,,,,,,,,
1,2B,10A,,23/02/06,380302,40,380102,30,380103,30,0,0,0,0,780108,50,780105,50,0,0,0,0,0,0,69222,CHIEF_INVESTIGATOR,1965,Australia,,2558,25,,,2,2,8,17,8,3,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,210B,30B,A ,24/02/06,350103,50,350107,50,0,0,0,0,0,0,760199,50,780108,50,0,0,0,0,0,0,130082,CHIEF_INVESTIGATOR,1970,Australia,,1528,13,Yes ,>=0 to 5,0,1,0,1,2,0,,,,,,,,,,,,,,,
1,4D,10A,G ,24/02/06,320202,60,320206,30,320207,10,0,0,0,0,730102,70,730108,30,0,0,0,0,0,0,15767,CHIEF_INVESTIGATOR,1965,Australia,,2628,25,Yes ,>=0 to 5,1,0,30,11,1,2,,,,,,,,,,,,,,,
0,210B,30B,,24/02/06,350202,60,350102,40,0,0,0,0,0,0,700101,50,720499,50,0,0,0,0,0,0,71872,CHIEF_INVESTIGATOR,1970,Australia,English,1528,13,Yes ,>=0 to 5,0,1,0,0,2,0,,,,,,,,,,,,,,,
0,210B,30B,A ,24/02/06,350107,100,0,0,0,0,0,0,0,0,749999,100,0,0,0,0,0,0,0,0,500252,CHIEF_INVESTIGATOR,1965,,Other,1528,13,,,0,1,0,0,1,1,,,,,,,,,,,,,,,
0,210B,30B,,24/02/06,350107,100,0,0,0,0,0,0,0,0,729901,100,0,0,0,0,0,0,0,0,1387,CHIEF_INVESTIGATOR,1945,Australia,,1528,13,,Less than 0,0,1,0,1,17,12,,,,,,,,,,,,,,,
1,36D,10A,A ,27/02/06,270403,50,300204,50,0,0,0,0,0,0,620105,100,0,0,0,0,0,0,0,0,705382,CHIEF_INVESTIGATOR,1975,Australia,,3268,31,Yes ,>=0 to 5,0,0,1,1,4,0,85642,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,>=0 to 5,3,6,0,0,0,0
0,60D,30D,H ,1/3/06,320702,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,2982,CHIEF_INVESTIGATOR,1950,Eastern Europe,,2668,25,Yes ,>=0 to 5,0,1,4,1,3,1,53587,CHIEF_INVESTIGATOR,1970,Western Europe,,2668,25,Yes ,>=0 to 5,0,0,0,0,0,0
0,62B,10A,B ,1/3/06,320403,60,320305,40,0,0,0,0,0,0,730104,80,730101,20,0,0,0,0,0,0,28502,CHIEF_INVESTIGATOR,1970,New Zealand,,2603,25,Yes ,>=0 to 5,0,1,7,8,5,2,,STUDRES,,,,,,,,,,,,,
0,198B,10B,A ,1/3/06,321001,30,321003,30,321022,40,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,22857,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,7,8,20202,CHIEF_INVESTIGATOR,1965,South Africa,,2668,25,Yes ,>=0 to 5,0,2,0,0,0,0
1,305A,20A,C ,1/3/06,,,,,,,,,,,,,,,,,,,,,81907,CHIEF_INVESTIGATOR,1945,Australia,,998,1,,Less than 0,0,0,0,1,0,1,25947,CHIEF_INVESTIGATOR,1960,Australia,,1038,1,,,1,1,0,0,0,0
1,4D,20C,A ,1/3/06,270602,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,89467,PRINCIPAL_SUPERVISOR,1960,New Zealand,,2678,25,,,1,0,8,2,2,0,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,4D,20C,B ,1/3/06,320202,100,0,0,0,0,0,0,0,0,730101,80,730110,20,0,0,0,0,0,0,14777,CHIEF_INVESTIGATOR,1970,Australia,,2628,25,Yes ,>=0 to 5,1,0,16,4,1,1,,STUDRES,,,,,,,,,,,,,
0,199C,30B,A ,1/3/06,270101,50,320502,30,321001,20,0,0,0,0,730207,50,730305,30,730303,20,0,0,0,0,28572,CHIEF_INVESTIGATOR,1955,Australia,,2763,25,,,0,1,1,4,2,1,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,A ,1/3/06,291704,100,0,0,0,0,0,0,0,0,610199,100,0,0,0,0,0,0,0,0,66062,CHIEF_INVESTIGATOR,1950,Australia,,3098,31,Yes ,>=0 to 5,0,0,7,5,0,0,,,,,,,,,,,,,,,
1,191C,30D,A ,1/3/06,,,,,,,,,,,,,,,,,,,,,22917,CHIEF_INVESTIGATOR,1960,Australia,,1033,1,Yes ,>5 to 10,0,0,0,3,4,1,,STUDRES,,,,,,,,,,,,,
1,4D,20C,B ,1/3/06,230204,60,321208,40,0,0,0,0,0,0,780101,60,730211,40,0,0,0,0,0,0,68582,CHIEF_INVESTIGATOR,1955,,,,,,,0,0,15,26,11,16,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,40D,30B,A ,2/3/06,321201,100,0,0,0,0,0,0,0,0,730208,60,730219,40,0,0,0,0,0,0,143452,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,Yes ,>=0 to 5,0,2,0,0,5,0,,,,,,,,,,,,,,,
1,2B,10A,D ,2/3/06,410303,40,330107,30,410402,30,0,0,0,0,751003,40,749999,30,700101,30,0,0,0,0,874432,CHIEF_INVESTIGATOR,1955,,,3748,,,,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,,,A ,2/3/06,321202,50,321004,50,0,0,0,0,0,0,730220,50,730114,50,0,0,0,0,0,0,84622,CHIEF_INVESTIGATOR,1955,Australia,,2973,25,,>=0 to 5,0,3,8,10,2,5,84627,CHIEF_INVESTIGATOR,1960,Australia,,2973,25,Yes ,>=0 to 5,0,3,0,0,0,0
0,4D,20C,A ,2/3/06,321201,100,0,0,0,0,0,0,0,0,730208,60,730219,40,0,0,0,0,0,0,143452,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,Yes ,>=0 to 5,0,2,0,0,5,0,,,,,,,,,,,,,,,
1,40D,30B,A ,2/3/06,320502,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,114202,CHIEF_INVESTIGATOR,1980,Australia,,2668,25,,,1,0,0,0,0,0,,,,,,,,,,,,,,,
1,4D,20C,A ,2/3/06,320702,50,321013,50,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,488942,CHIEF_INVESTIGATOR,1975,Asia Pacific,,2558,25,,>=0 to 5,1,0,0,0,0,0,69222,CHIEF_INVESTIGATOR,1965,Australia,,2558,25,,,2,2,0,0,0,0
1,4D,20C,A ,2/3/06,320202,50,320204,50,0,0,0,0,0,0,730116,50,730102,50,0,0,0,0,0,0,47257,CHIEF_INVESTIGATOR,1975,Australia,,2628,25,Yes ,>=0 to 5,1,0,0,1,0,0,,,,,,,,,,,,,,,
0,4D,10A,,3/3/06,321202,40,321010,30,230204,30,0,0,0,0,730200,40,730211,30,730101,30,0,0,0,0,148997,CHIEF_INVESTIGATOR,1940,Australia,,2523,25,,more than 15,1,1,0,0,0,0,,,,,,,,,,,,,,,
1,,,A ,6/3/06,291704,50,280213,50,0,0,0,0,0,0,700302,50,700199,50,0,0,0,0,0,0,31672,CHIEF_INVESTIGATOR,1965,Australia,,2163,19,Yes ,>5 to 10,2,0,0,1,0,1,,,,,,,,,,,,,,,
0,238B,30D,A ,7/3/06,270106,70,321005,30,0,0,0,0,0,0,730118,100,0,0,0,0,0,0,0,0,6747,CHIEF_INVESTIGATOR,1955,Australia,English,3268,31,Yes ,>=0 to 5,0,3,0,1,1,1,,,,,,,,,,,,,,,
0,222B,30C,,8/3/06,400303,100,0,0,0,0,0,0,0,0,750802,100,0,0,0,0,0,0,0,0,82427,CHIEF_INVESTIGATOR,1955,Australia,,653,7,,more than 15,0,1,0,1,0,4,,,,,,,,,,,,,,,
1,5A,30B,A ,8/3/06,321202,50,270299,50,0,0,0,0,0,0,730213,50,730203,50,0,0,0,0,0,0,649042,CHIEF_INVESTIGATOR,1975,Australia,,2523,25,Yes ,>=0 to 5,4,1,1,0,1,0,,,,,,,,,,,,,,,
1,54B,20C,A ,8/3/06,,,,,,,,,,,,,,,,,,,,,48892,CHIEF_INVESTIGATOR,1980,Australia,,3028,31,,Less than 0,1,1,0,0,0,0,,,,,,,,,,,,,,,
1,18B,20A,A ,8/3/06,,,,,,,,,,,,,,,,,,,,,89787,CHIEF_INVESTIGATOR,1970,Australia,,828,7,,Less than 0,1,0,0,0,3,2,,,,,,,,,,,,,,,
0,196D,20C,,14/03/06,,,,,,,,,,,,,,,,,,,,,682342,CHIEF_INVESTIGATOR,1960,,,2103,19,,>=0 to 5,0,1,0,1,0,0,,,,,,,,,,,,,,,
